"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.02600035497259e-08,-0.941474813433372,0.15,0.292,0.000538125954284268,"Sema6a"
3.1028102994868e-07,-0.941537277578515,0.167,0.297,0.00824137443646688,"Phf21a"
4.32251273033598e-07,-0.945823197285085,0.165,0.292,0.0114810260630454,"Arhgap5"
2.35432157726333e-11,-0.946027211245402,0.263,0.459,6.25331354136912e-07,"Hnrnpa2b1"
3.93155049580624e-07,-0.951303081607403,0.243,0.388,0.0104425912719109,"Ank2"
2.3140624123323e-08,-0.951954472359439,0.13,0.263,0.000614638117339583,"Tnik"
5.82108757570676e-09,-0.953477184282301,0.21,0.368,0.000154613907098347,"Ddx17"
7.11388021358527e-07,-0.958650318529864,0.184,0.311,0.0188951772353038,"Map4k3"
1.23396138987764e-10,-0.963865845799467,0.225,0.407,3.277524847654e-06,"Pkp4"
8.45277164750652e-10,-0.968146629808946,0.264,0.44,2.24514067729421e-05,"Mbnl2"
2.15492687063973e-07,-0.968907488166418,0.199,0.335,0.0057237012611062,"Mark3"
1.10725220646836e-08,-0.969385028790569,0.179,0.33,0.00029409725856006,"Rbm6"
1.34959552388943e-13,-0.97263699197119,0.24,0.459,3.58466067100271e-09,"Pakap.1"
8.76811920025295e-09,-0.973861889983893,0.19,0.344,0.000232890014077919,"Osbpl9"
2.75288287854086e-09,-0.974392626708302,0.205,0.364,7.31193221369237e-05,"Gsk3b"
1.15984832731249e-07,-0.977235791807209,0.187,0.325,0.00308067314217471,"Smg6"
3.33637688472132e-09,-0.979942765188193,0.198,0.359,8.86175064350829e-05,"Akap13"
