"gene","gene_upper","log2FC","pvalue","padj","dataset","cell_type","threshold_used"
"Elf4","ELF4",6.7496546271899,3.60438216593435e-11,9.57359947093824e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Timp1","TIMP1",6.71425956572703,4.9429976359018e-11,1.31290960207188e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pabpc1l","PABPC1L",6.70754005308358,2.02513018313032e-10,5.37894827941244e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Jaml","JAML",6.61777418018781,5.08389332335422e-09,0.000135033290561611,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zwilch","ZWILCH",6.37054898812066,1.81407855450264e-07,0.00481837404861446,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Il11","IL11",6.26193409816962,7.50498769974587e-13,1.9933997829295e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mms22l","MMS22L",6.24381289713772,4.1460566857945e-08,0.00110123411631388,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Itga5","ITGA5",5.77873146498474,1.0979769656147e-36,2.91633661836922e-32,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zc3h12a","ZC3H12A",5.48011051799466,1.81905098794878e-08,0.000483158132909075,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Poln","POLN",5.34728598722761,5.00672707314521e-11,1.3298367778981e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tead3","TEAD3",5.185889542556,3.14564751256351e-10,8.35515435811994e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ngf","NGF",5.15748106133918,2.1183028740243e-14,5.62642426369595e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sh2d4b","SH2D4B",5.07078530425582,5.74384904040563e-07,0.0152562374362214,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Glipr2","GLIPR2",5.05385893519178,4.20940124581069e-07,0.0111805906489978,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Plaur","PLAUR",4.82173998601042,1.35652520949176e-20,3.60306660893106e-16,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ch25h","CH25H",4.79274935311714,6.92074604686982e-07,0.0183821935750909,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Hhipl1","HHIPL1",4.45863055905392,2.54415743606221e-07,0.00675753656592482,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Bmp1","BMP1",4.42981454874455,1.81102257137524e-42,4.81025705182977e-38,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adamts12","ADAMTS12",4.39047310617115,1.84098505325557e-17,4.88984039995213e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Capg","CAPG",4.3780127647607,6.06995617100973e-09,0.000161224105858189,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Itgb3","ITGB3",4.35065425692919,2.87105857719601e-08,0.000762581868689033,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Piezo2","PIEZO2",4.30386688247995,4.84002718599658e-24,1.28555962087255e-19,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc39a14","SLC39A14",4.22678663744117,3.20992259988516e-21,8.52587541755498e-17,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Col5a3","COL5A3",4.21569022120044,9.56720288593031e-29,2.54114475853195e-24,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Runx1","RUNX1",4.20960878067266,1.42032910566719e-36,3.77253613756263e-32,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tyrobp","TYROBP",4.18254056101032,1.53587013441803e-06,0.0407942466402774,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tbxas1","TBXAS1",4.10355970981405,9.78265197528587e-08,0.00259837019115568,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Dbt","DBT",4.09647973996256,4.7884349188087e-07,0.0127185619878478,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ctla2a","CTLA2A",4.06802452814529,2.4944158740669e-40,6.6254180031091e-36,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sbno2","SBNO2",4.06421970235933,1.67111003517221e-31,4.43863536442091e-27,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adamts6","ADAMTS6",4.04815183561365,1.06077992031611e-19,2.81753754635161e-15,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ccl2","CCL2",4.04470679238515,2.9652726482406e-11,7.87606068099186e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tubb6","TUBB6",4.02775358053006,6.01166678355437e-09,0.000159675881437988,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nectin2","NECTIN2",4.0221595467552,1.72254171226985e-06,0.0457524304195995,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fgf2","FGF2",4.00087541649529,1.73200022007471e-12,4.60036578454044e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adamts4","ADAMTS4",3.99241496362126,4.70808696121276e-20,1.25051497776772e-15,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pycard","PYCARD",3.95874698978266,3.34750012303007e-12,8.89129507678017e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fam111a","FAM111A",3.95394427157414,4.84590032742543e-08,0.00128711958596747,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mta1","MTA1",3.93717945821991,2.56131126084964e-10,6.80309883994273e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"S100a6","S100A6",3.91548499105644,6.87891816037274e-34,1.8271094525766e-29,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Trpc6","TRPC6",3.88990257102902,3.78366024443475e-27,1.00497799752431e-22,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Loxl1","LOXL1",3.88773129230675,4.05078580136594e-08,0.00107592921670081,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Timeless","TIMELESS",3.84303085689592,4.70806615441848e-08,0.00125050945127509,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Il17ra","IL17RA",3.84010502230165,5.14012532000641e-17,1.3652686862469e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Igfbp3","IGFBP3",3.83113142342384,1.73364298792838e-12,4.60472914023657e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mtbp","MTBP",3.76004347340417,1.44480752656075e-07,0.00383755327129801,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ctss","CTSS",3.71236584790024,1.95227461660643e-07,0.00518543660916833,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gfap","GFAP",3.70039544640881,5.36532583750689e-16,1.42508419570021e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fbln2","FBLN2",3.63702784117655,5.98541720680559e-14,1.58978666429963e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Spp1","SPP1",3.62950925755148,9.56167832601609e-51,2.53967738017313e-46,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pxdc1","PXDC1",3.61990541933466,8.94027489719852e-11,2.3746264154449e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lmnb1","LMNB1",3.61501631425159,1.57448007154836e-07,0.00418197651803961,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc41a2","SLC41A2",3.57922919720012,3.26374399257454e-10,8.66883041867725e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ednrb","EDNRB",3.54913782729899,2.56187319409658e-25,6.80459139083993e-21,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Casp8","CASP8",3.54265118545564,1.11323741974836e-14,2.95686991059363e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ndor1","NDOR1",3.5086701852682,1.27917328211507e-09,3.39761215462585e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Map2k3","MAP2K3",3.50180730405033,5.6251987232633e-17,1.49410903288597e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zfp52","ZFP52",3.47156444585202,1.95013715505712e-17,5.17975929754721e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Taf8","TAF8",3.46844592430779,1.26292885761939e-06,0.0335446533872286,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gm22146","GM22146",3.45419630116728,2.20370859688879e-08,0.000585327040419632,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fkbp5","FKBP5",3.45075559926288,9.67008594048335e-50,2.56847152665178e-45,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adamts9","ADAMTS9",3.44098438149823,3.41011252009369e-30,9.05759986462084e-26,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mt2","MT2",3.42879569900058,4.99401537848295e-46,1.32646042467886e-41,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adamts2","ADAMTS2",3.42370374865092,1.32610808407809e-07,0.00352227568211983,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ccn2","CCN2",3.40452343521495,1.29108175364973e-09,3.42924224586904e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gm48293","GM48293",3.3136039385525,1.8580066606582e-09,4.93505149137424e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tspan4","TSPAN4",3.30886297297139,5.23336021572328e-21,1.39003280689826e-16,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nmnat3","NMNAT3",3.30205652875881,7.05846251793333e-10,1.87479822938827e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zyx","ZYX",3.291102303751,6.82224709556199e-11,1.81205705105222e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Spred3","SPRED3",3.28612517090354,2.58911146287445e-11,6.87693895654082e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tgif1","TGIF1",3.26986089271076,1.75007866400551e-09,4.64838393946504e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Hells","HELLS",3.26351425963475,1.83937998934397e-06,0.0488557718969653,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"1700109H08Rik","1700109H08RIK",3.22884698187489,7.80539621844733e-09,0.00020731912895818,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Spsb1","SPSB1",3.17463170295545,1.20375129003354e-14,3.19728380145808e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Vwf","VWF",3.17044435796528,1.75031650817479e-09,4.64901567736306e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cdh6","CDH6",3.15889926356765,5.53841006136887e-18,1.47105709640019e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"C1qc","C1QC",3.12942737693122,4.26379730308828e-09,0.000113250720167328,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cfap69","CFAP69",3.12241593962505,9.24018875991454e-15,2.4542865365209e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Map3k6","MAP3K6",3.10967424859916,7.70845863102162e-12,2.04744369698565e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc6a20b","SLC6A20B",3.10509199697913,6.6463089767577e-12,1.76532612731661e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cdc14b","CDC14B",3.08406637164801,8.0151220485485e-17,2.12889656731497e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adamts1","ADAMTS1",3.07795569531605,4.44731165414569e-17,1.18125044845764e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Irak3","IRAK3",3.07247126410869,7.36000912987703e-17,1.95489202498664e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"0610040J01Rik","0610040J01RIK",3.06172439060018,5.11837957565714e-09,0.000135949279909029,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mcam","MCAM",3.06053822700932,1.8360941088507e-29,4.87684956251833e-25,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sept9","SEPT9",3.05074493246524,1.02506024307963e-29,2.7226625116438e-25,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Col18a1","COL18A1",3.0448052498207,8.01329994541933e-21,2.12841259850283e-16,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Il1r1","IL1R1",3.04250018585523,3.41731565324647e-37,9.07673210658794e-33,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ttc38","TTC38",3.03334609101104,2.3207088396028e-09,6.16403474886899e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Il4ra","IL4RA",3.02106736347171,3.30458076358744e-10,8.77729696616461e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Plin2","PLIN2",3.00951655051053,3.64550264613931e-23,9.68281957841061e-19,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Por","POR",3.0044708301864,8.85224786906985e-18,2.35124555650364e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"AI506816","AI506816",2.99621718015232,4.2909054492876e-07,0.0113970739638528,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Odc1","ODC1",2.96569409458437,6.93873412822454e-14,1.84299717179772e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Myof","MYOF",2.95876890240295,1.62420612935862e-11,4.31405390018944e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cndp2","CNDP2",2.9485653901321,4.0148471849e-09,0.000106638356078129,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nox4","NOX4",2.94728039536562,1.83195100911554e-08,0.00048658450753118,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cyp1b1","CYP1B1",2.8889106399852,1.55710438405816e-09,4.13582495449687e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Trib1","TRIB1",2.88677513968709,1.58796526593626e-07,0.00421779454285329,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ifi204","IFI204",2.86842724109708,5.1851592198767e-10,1.37723014039145e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"E2f3","E2F3",2.86039136391922,8.43056135440407e-12,2.23924140134327e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mir22hg","MIR22HG",2.8507463817617,1.52833651171543e-21,4.05941460876736e-17,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Sema4c","SEMA4C",2.83448533952428,7.17767550641574e-21,1.90646239125908e-16,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rad51b","RAD51B",2.82802783441274,1.07447864843887e-06,0.028539227381185,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ptges","PTGES",2.81954554546264,2.31469941025386e-08,0.000614807310357529,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Traf3","TRAF3",2.80355272005949,4.45896667184611e-20,1.18434613770905e-15,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rasa3","RASA3",2.80124265912441,6.70440915235718e-25,1.78075811495759e-20,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Lamb1","LAMB1",2.80090982180397,6.22959657027409e-28,1.6546431450305e-23,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Per2","PER2",2.78182686688362,3.66393946360552e-17,9.73178960928261e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"H6pd","H6PD",2.76984965819351,7.06903253501896e-13,1.87760573162639e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Aebp1","AEBP1",2.766355349541,4.13470392365496e-12,1.09821870916199e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Morrbid","MORRBID",2.76363588167032,4.42081262544348e-55,1.17421204144404e-50,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nlrc3","NLRC3",2.76293436438017,3.39452861020213e-07,0.00901620744155789,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc35f5","SLC35F5",2.75261617815905,1.40788772510287e-09,3.73949058664574e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ust","UST",2.74687291125493,5.97165161908686e-13,1.58613038654566e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Angpt2","ANGPT2",2.73714854927031,1.33131840157368e-09,3.53611480641986e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pola2","POLA2",2.72868915902481,9.21263739259469e-08,0.00244696861784708,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fgd1","FGD1",2.72440556844667,9.31833367306231e-07,0.0247504260690208,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"1600020E01Rik","1600020E01RIK",2.72136208999704,4.62183526300737e-19,1.22760566420739e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fhl2","FHL2",2.71206414939767,1.40549947317864e-14,3.73314715070979e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Prrx1","PRRX1",2.70158293762646,6.61319588182906e-20,1.75653095817262e-15,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Stc1","STC1",2.69266677322612,1.19189267268051e-11,3.16578612790669e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rdh10","RDH10",2.64762187311674,2.80675164306498e-20,7.45501303914489e-16,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tmem252","TMEM252",2.64164156158631,1.17465553368861e-15,3.12000256303032e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nid2","NID2",2.64068574997878,4.48230538315704e-08,0.00119054513282034,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Csgalnact1","CSGALNACT1",2.61909947827461,1.17732426110634e-17,3.12709096992456e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mthfr","MTHFR",2.61440598259829,2.30798170125995e-07,0.00613023019671654,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Col7a1","COL7A1",2.61088070982548,3.55202705360654e-07,0.00943453905708432,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Il1rl2","IL1RL2",2.61017536375819,5.36335529222414e-10,1.42456079916765e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Pgm2","PGM2",2.6084645349797,7.61131453186055e-12,2.02164125280748e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fam102b","FAM102B",2.59893091943147,4.14677147685128e-08,0.00110142397196647,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ppara","PPARA",2.59625626151656,1.19487574458288e-07,0.00317370946518658,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mt1","MT1",2.59357891615134,1.03073965358049e-50,2.73774759387515e-46,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cdk2","CDK2",2.58582565339038,1.28880888361639e-06,0.0342320527577348,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rad18","RAD18",2.58404726440533,1.69017258838633e-16,4.48926741201293e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Atp8b1","ATP8B1",2.57128712500712,7.30333283454223e-17,1.93983823418276e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Slc12a4","SLC12A4",2.56076924717893,7.58300542393828e-10,2.01412207065225e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Birc3","BIRC3",2.5590735309245,3.19616869021859e-17,8.48934365808961e-13,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gm43660","GM43660",2.54812289545771,1.22175354478101e-06,0.0324509959029285,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Helb","HELB",2.5406028390249,2.12147118910824e-07,0.0056348396253904,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tlr4","TLR4",2.52222705779324,1.0257006197625e-10,2.72436341615117e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tspan14","TSPAN14",2.52176412697219,4.33968009692988e-16,1.15266243054554e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Glis3","GLIS3",2.50656844762929,9.83919835873347e-13,2.6133894760632e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tmem19","TMEM19",2.48501194165026,7.47706692019099e-07,0.0198598374467193,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ell","ELL",2.48363760162953,4.27098328148227e-16,1.1344158693945e-11,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Adam19","ADAM19",2.47430906510227,1.65000409649945e-14,4.38257588071219e-10,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fkbp10","FKBP10",2.47282423825337,5.72397853303434e-08,0.00152034593815925,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rttn","RTTN",2.46116137476663,2.63675648246478e-11,7.0034888930747e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Vwa5a","VWA5A",2.44741127188473,1.73379793519135e-08,0.000460514069566173,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tuba1c","TUBA1C",2.44718212786552,3.97643309039428e-07,0.0105618039313962,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Itpkc","ITPKC",2.42811496556961,8.96029293488229e-08,0.00237994340643408,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"C1qa","C1QA",2.42760616875452,3.42563359802186e-08,0.000909882539970587,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cfh","CFH",2.41537148825512,5.2525854095256e-25,1.39513921062409e-20,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nectin1","NECTIN1",2.40644931796738,2.88395150145198e-16,7.66006358300661e-12,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ifngr2","IFNGR2",2.40532156225487,1.24357103551906e-09,3.30304902744218e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Coq8b","COQ8B",2.39988146357716,1.6742857163715e-10,4.44707029125433e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Polr3c","POLR3C",2.39312953825979,1.7832626457523e-09,4.73652391338267e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Rhoj","RHOJ",2.38678463548899,2.6748004597599e-52,7.10453750116826e-48,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Nln","NLN",2.37911183791202,5.73939311449706e-08,0.00152444020514156,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gab2","GAB2",2.36548682402872,3.76879297395312e-48,1.00102910181169e-43,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Gm26917","GM26917",2.35850058946926,2.64739826947115e-32,7.03175454354231e-28,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zgrf1","ZGRF1",2.3553269430809,5.74416355389089e-08,0.00152570728154896,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Zfp217","ZFP217",2.322375422132,2.81375220333286e-07,0.00747360722727242,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fam129b","FAM129B",2.31514077224743,5.29269249442155e-19,1.40579205344331e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tram2","TRAM2",2.30915819192821,2.17823691616788e-12,5.7856150730335e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Prkcd","PRKCD",2.29999835518168,3.43086994714047e-07,0.00911273366659981,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Srgap1","SRGAP1",2.29412038478306,5.42588816494714e-33,1.44117015549161e-28,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Prim2","PRIM2",2.28754295704253,1.67949603613243e-09,4.46090942157136e-05,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Dbn1","DBN1",2.28269674099474,1.81779840028579e-18,4.82825433099908e-14,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Larp1b","LARP1B",2.27772551479263,4.0046242130119e-09,0.000106366823721809,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Fosl2","FOSL2",2.27116438613558,1.02001099176106e-11,2.70925119521656e-07,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Ddx19b","DDX19B",2.26149885527684,2.34355868137946e-07,0.00622472621361198,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Cdr2l","CDR2L",2.25309393724038,3.15004553803705e-10,8.3668359535802e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Mapk12","MAPK12",2.24739918324861,1.47852567727164e-07,0.00392711205140119,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tnfrsf1a","TNFRSF1A",2.24640787147718,3.27202822106755e-10,8.69083415797752e-06,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Clmp","CLMP",2.24517738973615,2.89913367558461e-12,7.70038895572027e-08,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
"Tgfb1","TGFB1",2.23865553090688,4.51918406774445e-14,1.2003404802336e-09,"GSE244576","Pericyte","padj<0.05 & log2FC>=1"
