gene_symbol,scores,logfoldchanges,pvals,pvals_adj,timepoint,comparison,cell_type,dataset
D830035M03Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm13479,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm49214,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9230,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Htra4,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Htr7,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Adgb,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cd209d,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ccr6,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ccdc78,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Dhrs11,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm13710,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4931431C16Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4930594C11Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Lrrc73,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC150035.3,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC140457.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC140278.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC131339.2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC127341.5,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mterf1b,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Car9,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Klf8,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Klhl32,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Areg,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Anks1b,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ankrd22,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm12924,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ctsg,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Abca6,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Irgc1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Klri1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Kif24,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cacna1f,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hsh2d,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hrh1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hnrnpa1l2-ps2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hist1h4a,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hist1h3g,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm47603,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Klra7,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Klra3,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC154187.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8421,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8167,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Samd3,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ugt1a6a,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC126040.2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC122481.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sostdc1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
S1pr3,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7871,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7803,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hist1h2ag,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Asb11,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Armc2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sult6b1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm13464,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AL732309.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC165960.2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Slc7a4,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC154683.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC154512.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hba-ps4,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm17147,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AA474408,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
A830052D11Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cd40lg,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cd163l1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tnfsf11,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tmem72,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Tle6,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6441,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC110534.2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8556,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8396,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8341,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm4972,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Art3,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Masp2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Masp1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Arhgap28,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Aldh1a2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ascl4,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Sptb,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gzma,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Abi3bp,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AI838599,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC162805.6,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
AC104866.1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
A630012P03Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Prokr1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Trpc4,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
9030619P08Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Stra8,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
C030029H02Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gzmc,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
A530010L16Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7805,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7780,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7545,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
D230022J07Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm16712,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm16556,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6317,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
D7Ertd443e,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
D7Ertd128e,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Dcdc2b,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
D330045A20Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm15513,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm16244,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm16153,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Trpm3,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm47617,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm2814,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
D830030K20Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6254,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6209,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm614,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6100,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm47208,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm15922,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm37206,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm33142,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm32633,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
C330021F23Rik,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm17025,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Mdm4-ps,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm16300,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm6522,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7653,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7624,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cysltr2,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8254,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8234,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm7824,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm17082,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9443,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9432,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8275,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9409,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Krt72,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hspd1-ps4,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm49201,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm49170,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm4862,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ctse,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5181,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5148,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm4989,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm19327,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm48078,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm48048,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm47922,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm49545,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm49482,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm49396,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5210,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm568,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm43339,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5559,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm5468,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ptprz1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm38375,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm38336,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm37470,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm37123,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9634,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm46411,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Hnrnpa1l2-ps,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Pvrig,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8675,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm20634,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm20506,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm20109,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Map3k15,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm4876,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm9830,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Map3k7cl,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm48507,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm48382,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm48305,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm48234,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm16069,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Meis1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cyp2u1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Ptpn22,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Cxcr6,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm49392,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Trat1,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm8188,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm44951,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
Gm44148,0.0,0.0,1.0,1.0,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
