"gene_upper","n_datasets","datasets","mean_log2FC","max_log2FC","min_padj","confidence_tier"
"ERBB4",1,"GSE223744",2.909,2.909,0.004431,"Tier5_1dataset"
"SIM1",1,"GSE223744",2.897,2.897,0.036935,"Tier5_1dataset"
"ZFP936",1,"GSE223744",2.893,2.893,0.029474,"Tier5_1dataset"
"APOD",1,"GSE244576",2.891,2.891,0,"Tier5_1dataset"
"GM43486",1,"GSE223744",2.891,2.891,0.003059,"Tier5_1dataset"
"OLFR1253",1,"GSE223744",2.891,2.891,0.010099,"Tier5_1dataset"
"FOXP4",1,"GSE223744",2.889,2.889,0.003774,"Tier5_1dataset"
"GIMAP4",1,"GSE223744",2.887,2.887,0,"Tier5_1dataset"
"GSX2",1,"GSE56267",2.887,2.887,0.047994,"Tier5_1dataset"
"OLFR859",1,"GSE223744",2.881,2.881,0.008845,"Tier5_1dataset"
"AKR1B8",1,"GSE223744",2.878,2.878,1.8e-05,"Tier5_1dataset"
"5830468F06RIK",1,"GSE223744",2.877,2.877,2e-06,"Tier5_1dataset"
"DPYD",1,"GSE223744",2.875,2.875,0.018264,"Tier5_1dataset"
"OLFR1372-PS1",1,"GSE223744",2.873,2.873,0,"Tier5_1dataset"
"URAH",1,"GSE223744",2.872,2.872,0.000174,"Tier5_1dataset"
"GM12018",1,"GSE223744",2.864,2.864,0.047736,"Tier5_1dataset"
"GM19590",1,"GSE223744",2.864,2.864,0.028943,"Tier5_1dataset"
"FGF12",1,"GSE223744",2.859,2.859,0.000526,"Tier5_1dataset"
"GM16211",1,"GSE223744",2.857,2.857,0.039806,"Tier5_1dataset"
"CXCL16",1,"GSE223744",2.853,2.853,0.002941,"Tier5_1dataset"
"OLFR923",1,"GSE223744",2.851,2.851,0.042049,"Tier5_1dataset"
"PLPP2",1,"GSE223744",2.849,2.849,0,"Tier5_1dataset"
"LPXN",1,"GSE223744",2.843,2.843,0.032446,"Tier5_1dataset"
"ELF4",1,"GSE223744",2.84,2.84,0,"Tier5_1dataset"
"IQCH",1,"GSE223744",2.84,2.84,0.020872,"Tier5_1dataset"
"CORO1A",1,"GSE234052",2.837,2.837,0.014525,"Tier5_1dataset"
"LCP2",1,"GSE223744",2.836,2.836,0.041526,"Tier5_1dataset"
"EVA1A",1,"GSE223744",2.823,2.823,0,"Tier5_1dataset"
"EHF",1,"GSE223744",2.822,2.822,0.0442,"Tier5_1dataset"
"BLNK",1,"GSE223744",2.818,2.818,0.025772,"Tier5_1dataset"
"MUC16",1,"GSE223744",2.812,2.812,0.008692,"Tier5_1dataset"
"CEBPD",1,"GSE223744",2.811,2.811,0,"Tier5_1dataset"
"NAPSA",1,"GSE223744",2.81,2.81,0.000111,"Tier5_1dataset"
"BEAN1",1,"GSE223744",2.804,2.804,5.9e-05,"Tier5_1dataset"
"GM8100",1,"GSE223744",2.787,2.787,0.027531,"Tier5_1dataset"
"AC117226.1",1,"GSE223744",2.785,2.785,0.007854,"Tier5_1dataset"
"PTPRO",1,"GSE223744",2.784,2.784,0.049427,"Tier5_1dataset"
"SKINT10",1,"GSE223744",2.784,2.784,0.041386,"Tier5_1dataset"
"OLFR63",1,"GSE223744",2.782,2.782,0.028843,"Tier5_1dataset"
"PTRH1",1,"GSE223744",2.779,2.779,1e-05,"Tier5_1dataset"
"TNFAIP6",1,"GSE223744",2.778,2.778,0.004913,"Tier5_1dataset"
"SV2C",1,"GSE223744",2.775,2.775,0.018784,"Tier5_1dataset"
"CXCL10",1,"GSE223744",2.772,2.772,0.019856,"Tier5_1dataset"
"GM11716",1,"GSE223744",2.771,2.771,0,"Tier5_1dataset"
"CERCAM",1,"GSE223744",2.77,2.77,0.013752,"Tier5_1dataset"
"OPCML",1,"GSE279666",2.769,2.769,0.020185,"Tier5_1dataset"
"CGREF1",1,"GSE223744",2.767,2.767,0.002956,"Tier5_1dataset"
"TRIM46",1,"GSE223744",2.766,2.766,0,"Tier5_1dataset"
"GM5082",1,"GSE223744",2.764,2.764,0.005414,"Tier5_1dataset"
"POR",1,"GSE234052",2.764,2.764,0.027645,"Tier5_1dataset"
"OLFR1183",1,"GSE223744",2.761,2.761,0.007273,"Tier5_1dataset"
"MLIP",1,"GSE223744",2.758,2.758,0.008354,"Tier5_1dataset"
"TMEM132C",1,"GSE223744",2.758,2.758,0.00814,"Tier5_1dataset"
"HMGA1",1,"GSE223744",2.757,2.757,0,"Tier5_1dataset"
"OLFR912",1,"GSE223744",2.757,2.757,0.00236,"Tier5_1dataset"
"GM37985",1,"GSE223744",2.756,2.756,0.000582,"Tier5_1dataset"
"LIF",1,"GSE223744",2.755,2.755,0.031546,"Tier5_1dataset"
"MAP3K9",1,"GSE223744",2.754,2.754,0.012963,"Tier5_1dataset"
"GM13387",1,"GSE223744",2.752,2.752,0.000758,"Tier5_1dataset"
"NWD2",1,"GSE223744",2.751,2.751,0.018235,"Tier5_1dataset"
"GM37215",1,"GSE223744",2.746,2.746,6.3e-05,"Tier5_1dataset"
"CAR3",1,"GSE223744",2.742,2.742,0.020456,"Tier5_1dataset"
"LGR5",1,"GSE223744",2.742,2.742,0.022901,"Tier5_1dataset"
"HSF2BP",1,"GSE223744",2.739,2.739,0.008205,"Tier5_1dataset"
"MILR1",1,"GSE223744",2.739,2.739,0.021555,"Tier5_1dataset"
"ST18",1,"GSE223744",2.737,2.737,0.027986,"Tier5_1dataset"
"CFB",1,"GSE223744",2.736,2.736,0,"Tier5_1dataset"
"IL27RA",1,"GSE223744",2.735,2.735,0,"Tier5_1dataset"
"PGR15L",1,"GSE223744",2.733,2.733,0.034688,"Tier5_1dataset"
"GM44194",1,"GSE223744",2.728,2.728,0.040123,"Tier5_1dataset"
"EDIL3",1,"GSE223744",2.727,2.727,0.002383,"Tier5_1dataset"
"RASSF9",1,"GSE56267",2.725,2.725,0.043966,"Tier5_1dataset"
"FUT2",1,"GSE223744",2.721,2.721,0,"Tier5_1dataset"
"ACVR1C",1,"GSE223744",2.717,2.717,0.005635,"Tier5_1dataset"
"SPSB1",1,"GSE223744",2.717,2.717,0,"Tier5_1dataset"
"GM13882",1,"GSE223744",2.712,2.712,0.014859,"Tier5_1dataset"
"CSMD3",1,"GSE223744",2.709,2.709,0.006265,"Tier5_1dataset"
"GM37877",1,"GSE223744",2.707,2.707,0.029021,"Tier5_1dataset"
"SLC7A11",1,"GSE223744",2.706,2.706,2.6e-05,"Tier5_1dataset"
"GM45774",1,"GSE223744",2.697,2.697,6e-06,"Tier5_1dataset"
"RAB3C",1,"GSE223744",2.697,2.697,0.016238,"Tier5_1dataset"
"A630001G21RIK",1,"GSE223744",2.689,2.689,0,"Tier5_1dataset"
"ADGRV1",1,"GSE223744",2.687,2.687,0.019352,"Tier5_1dataset"
"PER2",1,"GSE223744",2.687,2.687,0,"Tier5_1dataset"
"OLFR374",1,"GSE223744",2.684,2.684,0.014687,"Tier5_1dataset"
"HPGDS",1,"GSE223744",2.68,2.68,0.0026,"Tier5_1dataset"
"RUNX1",1,"GSE223744",2.678,2.678,0.001263,"Tier5_1dataset"
"KCNJ15",1,"GSE223744",2.677,2.677,0,"Tier5_1dataset"
"OLFR1471",1,"GSE223744",2.672,2.672,0.026123,"Tier5_1dataset"
"OLFR45",1,"GSE223744",2.67,2.67,0.040537,"Tier5_1dataset"
"OLFR1112",1,"GSE223744",2.663,2.663,0.041574,"Tier5_1dataset"
"UGT1A6A",1,"GSE223744",2.662,2.662,0.008085,"Tier5_1dataset"
"AI427809",1,"GSE223744",2.661,2.661,0.018559,"Tier5_1dataset"
"CSPRS",1,"GSE223744",2.66,2.66,0.00357,"Tier5_1dataset"
"GM43800",1,"GSE223744",2.658,2.658,0.039804,"Tier5_1dataset"
"HSPB9",1,"GSE223744",2.655,2.655,0.022882,"Tier5_1dataset"
"DOK6",1,"GSE223744",2.652,2.652,0.043449,"Tier5_1dataset"
"XLR4B",1,"GSE223744",2.651,2.651,0.039508,"Tier5_1dataset"
"GM26718",1,"GSE223744",2.648,2.648,0.004458,"Tier5_1dataset"
"TRAF1",1,"GSE223744",2.639,2.639,0,"Tier5_1dataset"
"GM5493",1,"GSE223744",2.636,2.636,0.010996,"Tier5_1dataset"
"CKAP2",1,"GSE223744",2.63,2.63,0.008348,"Tier5_1dataset"
"PADI4",1,"GSE223744",2.63,2.63,0.029684,"Tier5_1dataset"
"GM10687",1,"GSE223744",2.626,2.626,0.001064,"Tier5_1dataset"
"PEMT",1,"GSE223744",2.626,2.626,0,"Tier5_1dataset"
"TGIF2",1,"GSE223744",2.626,2.626,4e-06,"Tier5_1dataset"
"LINC00486",1,"GSE56267",2.623,2.623,0.049296,"Tier5_1dataset"
"DOCK2",1,"GSE223744",2.621,2.621,0.043077,"Tier5_1dataset"
"ARHGAP15",1,"GSE223744",2.617,2.617,0.012782,"Tier5_1dataset"
"GM16147",1,"GSE223744",2.614,2.614,0.039736,"Tier5_1dataset"
"FHDC1",1,"GSE223744",2.604,2.604,0.015905,"Tier5_1dataset"
"UGT1A7C",1,"GSE223744",2.6,2.6,0.008744,"Tier5_1dataset"
"GPHN",1,"GSE244576",2.594,2.594,0,"Tier5_1dataset"
"PADI2",1,"GSE223744",2.594,2.594,0.031969,"Tier5_1dataset"
"SHCBP1",1,"GSE223744",2.594,2.594,0.01781,"Tier5_1dataset"
"MT-ATP6",1,"GSE244576",2.587,2.587,0,"Tier5_1dataset"
"CTSW",1,"GSE223744",2.584,2.584,0,"Tier5_1dataset"
"PAWR",1,"GSE223744",2.575,2.575,0.001015,"Tier5_1dataset"
"GM9619",1,"GSE223744",2.574,2.574,0.04995,"Tier5_1dataset"
"GM13135",1,"GSE223744",2.566,2.566,0.020732,"Tier5_1dataset"
"GM45159",1,"GSE223744",2.563,2.563,0.0349,"Tier5_1dataset"
"DUX",1,"GSE223744",2.561,2.561,0.025508,"Tier5_1dataset"
"DUXF3",1,"GSE223744",2.561,2.561,0.025508,"Tier5_1dataset"
"UBASH3B",1,"GSE223744",2.553,2.553,0.000525,"Tier5_1dataset"
"CCDC116",1,"GSE223744",2.551,2.551,0.012853,"Tier5_1dataset"
"RPS28",1,"GSE244576",2.548,2.548,0,"Tier5_1dataset"
"GM13147",1,"GSE223744",2.547,2.547,0.025097,"Tier5_1dataset"
"CD36",1,"GSE223744",2.546,2.546,0.001836,"Tier5_1dataset"
"PIK3R5",1,"GSE223744",2.546,2.546,0,"Tier5_1dataset"
"AIRN",1,"GSE279666",2.544,2.544,0.028937,"Tier5_1dataset"
"TFPI2",1,"GSE223744",2.543,2.543,2e-06,"Tier5_1dataset"
"EFHB",1,"GSE56267",2.542,2.542,0.006213,"Tier5_1dataset"
"MLXIPL",1,"GSE223744",2.541,2.541,0.047163,"Tier5_1dataset"
"PAX3",1,"GSE223744",2.539,2.539,0.03783,"Tier5_1dataset"
"DACH2",1,"GSE223744",2.538,2.538,0.004633,"Tier5_1dataset"
"CLDN6",1,"GSE223744",2.536,2.536,0.000145,"Tier5_1dataset"
"NEURL3",1,"GSE223744",2.535,2.535,0.008309,"Tier5_1dataset"
"ADGRG3",1,"GSE223744",2.53,2.53,0,"Tier5_1dataset"
"OLFR64",1,"GSE223744",2.525,2.525,0.044142,"Tier5_1dataset"
"GM15473",1,"GSE223744",2.523,2.523,0.005213,"Tier5_1dataset"
"LIPC",1,"GSE223744",2.52,2.52,0.01714,"Tier5_1dataset"
"SYT8",1,"GSE223744",2.52,2.52,0.006607,"Tier5_1dataset"
"USP9Y",1,"GSE223744",2.518,2.518,0.035701,"Tier5_1dataset"
"PGF",1,"GSE223744",2.515,2.515,4.7e-05,"Tier5_1dataset"
"PLD5",1,"GSE223744",2.514,2.514,0.020339,"Tier5_1dataset"
"DCN",1,"GSE223744",2.513,2.513,0,"Tier5_1dataset"
"CLDN11",1,"GSE223744",2.506,2.506,0.026947,"Tier5_1dataset"
"PCDH15",1,"GSE223744",2.501,2.501,0.019139,"Tier5_1dataset"
"GM26809",1,"GSE223744",2.5,2.5,0.000384,"Tier5_1dataset"
"SEL1L3",1,"GSE223744",2.499,2.499,0.029966,"Tier5_1dataset"
"MUC1",1,"GSE223744",2.497,2.497,5e-06,"Tier5_1dataset"
"GM44997",1,"GSE223744",2.493,2.493,0.04221,"Tier5_1dataset"
"ADAMTS18",1,"GSE223744",2.492,2.492,0.049636,"Tier5_1dataset"
"PYCR1",1,"GSE223744",2.491,2.491,0,"Tier5_1dataset"
"TUBB3",1,"GSE223744",2.491,2.491,0.001076,"Tier5_1dataset"
"4933438K21RIK",1,"GSE223744",2.49,2.49,0.005118,"Tier5_1dataset"
"UHRF1",1,"GSE223744",2.489,2.489,0,"Tier5_1dataset"
"CADPS",1,"GSE223744",2.486,2.486,0.036981,"Tier5_1dataset"
"MTHFD1L",1,"GSE223744",2.486,2.486,0,"Tier5_1dataset"
"CCR2",1,"GSE223744",2.484,2.484,0.027838,"Tier5_1dataset"
"FAT3",1,"GSE223744",2.484,2.484,0.00924,"Tier5_1dataset"
"LRRC15",1,"GSE223744",2.484,2.484,0.018063,"Tier5_1dataset"
"LINC02073",1,"GSE56267",2.48,2.48,0.043966,"Tier5_1dataset"
"GM14400",1,"GSE223744",2.479,2.479,0.013069,"Tier5_1dataset"
"OLFR1535",1,"GSE223744",2.479,2.479,0.028779,"Tier5_1dataset"
"GFPT2",1,"GSE223744",2.478,2.478,0.017255,"Tier5_1dataset"
"SYTL1",1,"GSE223744",2.471,2.471,0.000228,"Tier5_1dataset"
"LNX1",1,"GSE223744",2.467,2.467,0.028235,"Tier5_1dataset"
"MT-CO2",1,"GSE244576",2.467,2.467,0,"Tier5_1dataset"
"ICAM1",1,"GSE223744",2.463,2.463,0,"Tier5_1dataset"
"PSD4",1,"GSE223744",2.462,2.462,0.026771,"Tier5_1dataset"
"CDH7",1,"GSE223744",2.46,2.46,0.032231,"Tier5_1dataset"
"SLC24A1",1,"GSE223744",2.46,2.46,0.025396,"Tier5_1dataset"
"PGR",1,"GSE223744",2.454,2.454,0.028922,"Tier5_1dataset"
"KPNA2-PS",1,"GSE223744",2.449,2.449,0.025942,"Tier5_1dataset"
"E230013L22RIK",1,"GSE223744",2.448,2.448,0.000627,"Tier5_1dataset"
"OLFR287",1,"GSE223744",2.443,2.443,0.018304,"Tier5_1dataset"
"6430562O15RIK",1,"GSE223744",2.441,2.441,8.8e-05,"Tier5_1dataset"
"SEMA3F",1,"GSE223744",2.436,2.436,0,"Tier5_1dataset"
"GRM5",1,"GSE223744",2.432,2.432,0.010305,"Tier5_1dataset"
"PTPRC",1,"GSE234052",2.427,2.427,0.030803,"Tier5_1dataset"
"IL20RB",1,"GSE223744",2.425,2.425,0,"Tier5_1dataset"
"CSTB",1,"GSE244576",2.422,2.422,0.047839,"Tier5_1dataset"
"SRRM4",1,"GSE223744",2.422,2.422,0.036194,"Tier5_1dataset"
"RPL39",1,"GSE244576",2.418,2.418,0,"Tier5_1dataset"
"EXPH5",1,"GSE223744",2.417,2.417,0.014184,"Tier5_1dataset"
"DNAJB13",1,"GSE223744",2.415,2.415,0,"Tier5_1dataset"
"GM45104",1,"GSE223744",2.414,2.414,0.047765,"Tier5_1dataset"
"GM45033",1,"GSE223744",2.411,2.411,0.012872,"Tier5_1dataset"
"NTRK3",1,"GSE223744",2.408,2.408,0.005182,"Tier5_1dataset"
"IFI204",1,"GSE223744",2.405,2.405,0.000364,"Tier5_1dataset"
"CCBE1",1,"GSE223744",2.402,2.402,0.044971,"Tier5_1dataset"
"MIR22HG",1,"GSE223744",2.396,2.396,0,"Tier5_1dataset"
"RASSF2",1,"GSE223744",2.395,2.395,0.000108,"Tier5_1dataset"
"SPRY4",1,"GSE223744",2.395,2.395,0,"Tier5_1dataset"
"TRANK1",1,"GSE223744",2.393,2.393,0.044207,"Tier5_1dataset"
"GM4117",1,"GSE223744",2.388,2.388,0.002185,"Tier5_1dataset"
"BC018473",1,"GSE223744",2.386,2.386,0.035056,"Tier5_1dataset"
"GM38211",1,"GSE223744",2.385,2.385,0.028664,"Tier5_1dataset"
"FMN2",1,"GSE223744",2.384,2.384,0.008375,"Tier5_1dataset"
"MDGA2",1,"GSE223744",2.382,2.382,0.000317,"Tier5_1dataset"
"SH2B2",1,"GSE223744",2.377,2.377,0.008205,"Tier5_1dataset"
"TLCD2",1,"GSE223744",2.375,2.375,0.001029,"Tier5_1dataset"
"ADCY7",1,"GSE223744",2.373,2.373,0.032231,"Tier5_1dataset"
"GM10571",1,"GSE223744",2.372,2.372,0.036933,"Tier5_1dataset"
"GALE",1,"GSE223744",2.371,2.371,0,"Tier5_1dataset"
"LCP1",1,"GSE234052",2.369,2.369,0.034867,"Tier5_1dataset"
"PHYHD1",1,"GSE223744",2.367,2.367,0,"Tier5_1dataset"
"UNC80",1,"GSE223744",2.367,2.367,0.014314,"Tier5_1dataset"
"TLR4",1,"GSE223744",2.363,2.363,0,"Tier5_1dataset"
"TYROBP",1,"GSE300564",2.361,2.361,0.010157,"Tier5_1dataset"
"CYTIP",1,"GSE223744",2.344,2.344,0.013102,"Tier5_1dataset"
"RPL10A-PS1",1,"GSE225948",2.341,2.341,0.028432,"Tier5_1dataset"
"DNASE1L3",1,"GSE223744",2.339,2.339,0.019036,"Tier5_1dataset"
"MAFF",1,"GSE223744",2.339,2.339,0,"Tier5_1dataset"
"SLC4A8",1,"GSE223744",2.332,2.332,0,"Tier5_1dataset"
"TNFRSF23",1,"GSE223744",2.331,2.331,0,"Tier5_1dataset"
"AC154597.1",1,"GSE223744",2.329,2.329,0.023033,"Tier5_1dataset"
"GPR3",1,"GSE223744",2.325,2.325,0.020776,"Tier5_1dataset"
"CFAP157",1,"GSE223744",2.323,2.323,0.015162,"Tier5_1dataset"
"GM44530",1,"GSE223744",2.321,2.321,0.029447,"Tier5_1dataset"
"MLXIP",1,"GSE223744",2.32,2.32,0.012683,"Tier5_1dataset"
"GM2238",1,"GSE223744",2.318,2.318,0.000662,"Tier5_1dataset"
"ITGA3",1,"GSE223744",2.3,2.3,0,"Tier5_1dataset"
"FKBP11",1,"GSE223744",2.298,2.298,0.017433,"Tier5_1dataset"
"GM16144",1,"GSE223744",2.295,2.295,0.000765,"Tier5_1dataset"
"PPP1R3A",1,"GSE223744",2.293,2.293,0.044308,"Tier5_1dataset"
"SHROOM3",1,"GSE223744",2.293,2.293,0.002137,"Tier5_1dataset"
"DPF1",1,"GSE223744",2.29,2.29,0.044183,"Tier5_1dataset"
"ABCA13",1,"GSE223744",2.285,2.285,0.041945,"Tier5_1dataset"
"ACR",1,"GSE223744",2.28,2.28,0.008739,"Tier5_1dataset"
"LINC00870",1,"GSE56267",2.275,2.275,0.047994,"Tier5_1dataset"
"GM8822",1,"GSE223744",2.273,2.273,0.014618,"Tier5_1dataset"
"PLEKHO1",1,"GSE223744",2.264,2.264,0,"Tier5_1dataset"
"RBM47",1,"GSE223744",2.263,2.263,0.024049,"Tier5_1dataset"
"GM2399",1,"GSE223744",2.262,2.262,2.3e-05,"Tier5_1dataset"
"EDA2R",1,"GSE223744",2.261,2.261,2.6e-05,"Tier5_1dataset"
"FUT4",1,"GSE223744",2.26,2.26,0.034321,"Tier5_1dataset"
"NR4A1",1,"GSE234052",2.258,2.578,8.8e-05,"Tier5_1dataset"
"PCDHGB8",1,"GSE223744",2.256,2.256,0.001473,"Tier5_1dataset"
"LRMDA",1,"GSE223744",2.248,2.248,0.01022,"Tier5_1dataset"
"GM43917",1,"GSE223744",2.246,2.246,0.002908,"Tier5_1dataset"
"FKBP10",1,"GSE223744",2.244,2.244,0,"Tier5_1dataset"
"GM9780",1,"GSE223744",2.243,2.243,3.5e-05,"Tier5_1dataset"
"TC2N",1,"GSE223744",2.243,2.243,0.001549,"Tier5_1dataset"
"MAPK15",1,"GSE223744",2.242,2.242,0.012551,"Tier5_1dataset"
"MUSK",1,"GSE56267",2.241,2.241,0.043966,"Tier5_1dataset"
"GM17322",1,"GSE223744",2.24,2.24,1.4e-05,"Tier5_1dataset"
"SCN3A",1,"GSE223744",2.239,2.239,0.023142,"Tier5_1dataset"
"TNFSF13B",1,"GSE223744",2.239,2.239,0.024981,"Tier5_1dataset"
"GM6682",1,"GSE223744",2.238,2.238,0.020234,"Tier5_1dataset"
"INO80C",1,"GSE223744",2.236,2.236,0,"Tier5_1dataset"
"KIF15",1,"GSE223744",2.236,2.236,0.021344,"Tier5_1dataset"
"SDK2",1,"GSE223744",2.235,2.235,8e-06,"Tier5_1dataset"
"VASH2",1,"GSE223744",2.235,2.235,0.014638,"Tier5_1dataset"
"GM12735",1,"GSE223744",2.231,2.231,0.020496,"Tier5_1dataset"
"SLC6A15",1,"GSE223744",2.231,2.231,0.025216,"Tier5_1dataset"
"PHLDA3",1,"GSE223744",2.227,2.227,0,"Tier5_1dataset"
"WNT9B",1,"GSE223744",2.214,2.214,8.2e-05,"Tier5_1dataset"
"LHX9",1,"GSE223744",2.213,2.213,0.030892,"Tier5_1dataset"
"LBP",1,"GSE223744",2.208,2.208,0,"Tier5_1dataset"
"MIR155HG",1,"GSE223744",2.208,2.208,0.008004,"Tier5_1dataset"
"ASPM",1,"GSE223744",2.204,2.204,0.010888,"Tier5_1dataset"
"CPXM1",1,"GSE223744",2.204,2.204,0.0368,"Tier5_1dataset"
"CCNB3",1,"GSE56267",2.203,2.203,0.043966,"Tier5_1dataset"
"AC152063.6",1,"GSE223744",2.2,2.2,0.020742,"Tier5_1dataset"
"RIAN",1,"GSE223744",2.2,2.2,0.020742,"Tier5_1dataset"
"PKD1L2",1,"GSE56267",2.192,2.192,0.043966,"Tier5_1dataset"
"TICRR",1,"GSE223744",2.189,2.189,0.029289,"Tier5_1dataset"
"SNHG15",1,"GSE223744",2.181,2.181,0,"Tier5_1dataset"
"CIART",1,"GSE223744",2.18,2.18,0,"Tier5_1dataset"
"EPB42",1,"GSE223744",2.18,2.18,0.004942,"Tier5_1dataset"
"IL17RA",1,"GSE223744",2.179,2.179,0,"Tier5_1dataset"
"OLFR1307",1,"GSE223744",2.177,2.177,0.024075,"Tier5_1dataset"
"GM11827",1,"GSE223744",2.176,2.176,0.000161,"Tier5_1dataset"
"CRYAB",1,"GSE244576",2.173,2.173,0,"Tier5_1dataset"
"RNF207",1,"GSE223744",2.171,2.171,0.010502,"Tier5_1dataset"
"ABCA4",1,"GSE223744",2.165,2.165,1e-06,"Tier5_1dataset"
"CASP4",1,"GSE223744",2.161,2.161,0,"Tier5_1dataset"
"SORL1",1,"GSE223744",2.158,2.158,0.023361,"Tier5_1dataset"
"PPP1R18OS",1,"GSE223744",2.15,2.15,0.035498,"Tier5_1dataset"
"PLXNA2",1,"GSE223744",2.149,2.149,0,"Tier5_1dataset"
"MEGF10",1,"GSE223744",2.143,2.143,0.034607,"Tier5_1dataset"
"LGMN",1,"GSE223744",2.142,2.142,0.001834,"Tier5_1dataset"
"METRNL",1,"GSE223744",2.142,2.142,0.000269,"Tier5_1dataset"
"RHBDL2",1,"GSE223744",2.14,2.14,0,"Tier5_1dataset"
"UCHL4",1,"GSE223744",2.138,2.138,0.000607,"Tier5_1dataset"
"PRX",1,"GSE223744",2.134,2.134,0,"Tier5_1dataset"
"PCDHGC3",1,"GSE223744",2.132,2.132,0,"Tier5_1dataset"
"GM16386",1,"GSE223744",2.131,2.131,9.9e-05,"Tier5_1dataset"
"LAPTM5",1,"GSE234052",2.128,2.128,0.017254,"Tier5_1dataset"
"RELN",1,"GSE223744",2.126,2.126,0.039597,"Tier5_1dataset"
"APOL8",1,"GSE223744",2.125,2.125,0.046452,"Tier5_1dataset"
"GM38393",1,"GSE223744",2.125,2.125,0.007257,"Tier5_1dataset"
"SNHG14",1,"GSE223744",2.121,2.121,0.000135,"Tier5_1dataset"
"DENND2D",1,"GSE223744",2.119,2.119,8e-06,"Tier5_1dataset"
"PKHD1L1",1,"GSE223744",2.119,2.119,0.04209,"Tier5_1dataset"
"GM12868",1,"GSE223744",2.111,2.111,0,"Tier5_1dataset"
"MT-CO3",1,"GSE244576",2.109,2.109,0,"Tier5_1dataset"
"NAV3",1,"GSE223744",2.106,2.106,0.036503,"Tier5_1dataset"
"GM14167",1,"GSE223744",2.099,2.099,0.006305,"Tier5_1dataset"
"PARVG",1,"GSE223744",2.097,2.097,0.020324,"Tier5_1dataset"
"GM43727",1,"GSE223744",2.095,2.095,0.044112,"Tier5_1dataset"
"PRR5",1,"GSE223744",2.093,2.093,0,"Tier5_1dataset"
"TNNI1",1,"GSE223744",2.088,2.088,0.02951,"Tier5_1dataset"
"STEAP4",1,"GSE234052",2.086,2.086,0.046539,"Tier5_1dataset"
"DTL",1,"GSE223744",2.084,2.084,0.03095,"Tier5_1dataset"
"GM37139",1,"GSE223744",2.058,2.058,0.049952,"Tier5_1dataset"
"EPHA2",1,"GSE223744",2.055,2.055,0,"Tier5_1dataset"
"TNFRSF10B",1,"GSE223744",2.054,2.054,0,"Tier5_1dataset"
"STX11",1,"GSE223744",2.051,2.051,0,"Tier5_1dataset"
"HMGA1-RS1",1,"GSE223744",2.048,2.048,0.003072,"Tier5_1dataset"
"GM44226",1,"GSE223744",2.047,2.047,0,"Tier5_1dataset"
"SLC25A25",1,"GSE223744",2.044,2.044,0,"Tier5_1dataset"
"PLAC9B",1,"GSE223744",2.043,2.043,1.3e-05,"Tier5_1dataset"
"BACH1",1,"GSE234052",2.041,2.041,0.002209,"Tier5_1dataset"
"NFKBIE",1,"GSE223744",2.041,2.041,2.8e-05,"Tier5_1dataset"
"ZFP697",1,"GSE223744",2.04,2.04,0,"Tier5_1dataset"
"ZFP52",1,"GSE223744",2.029,2.029,0,"Tier5_1dataset"
"CYTH4",1,"GSE223744",2.027,2.027,1.2e-05,"Tier5_1dataset"
"SNHG4",1,"GSE223744",2.022,2.022,0,"Tier5_1dataset"
"CTSL",1,"GSE244576",2.021,2.021,0,"Tier5_1dataset"
"GM44126",1,"GSE223744",2.021,2.021,0.043936,"Tier5_1dataset"
"PCDHB17",1,"GSE223744",2.021,2.021,0,"Tier5_1dataset"
"IFI30",1,"GSE223744",2.019,2.019,0.041877,"Tier5_1dataset"
"D430041D05RIK",1,"GSE223744",2.017,2.017,0.029053,"Tier5_1dataset"
"HSPE1",1,"GSE225948",2.011,2.011,0,"Tier5_1dataset"
"SLCO1B2",1,"GSE223744",2.006,2.006,0.024269,"Tier5_1dataset"
"CERK",1,"GSE223744",2.005,2.005,0,"Tier5_1dataset"
"GM37745",1,"GSE223744",2.004,2.004,0.034941,"Tier5_1dataset"
"ST8SIA1",1,"GSE223744",1.996,1.996,0.044381,"Tier5_1dataset"
"GM43305",1,"GSE223744",1.993,1.993,0,"Tier5_1dataset"
"TOP2A",1,"GSE223744",1.99,1.99,0.038138,"Tier5_1dataset"
"TCF23",1,"GSE223744",1.989,1.989,0,"Tier5_1dataset"
"ZFP521",1,"GSE279666",1.978,1.978,0.045604,"Tier5_1dataset"
"ELL3",1,"GSE223744",1.977,1.977,0.046831,"Tier5_1dataset"
"GM37366",1,"GSE223744",1.977,1.977,0.045767,"Tier5_1dataset"
"RBFOX1",1,"GSE279666",1.968,1.968,0.04807,"Tier5_1dataset"
"RPL13A",1,"GSE244576",1.964,1.964,0,"Tier5_1dataset"
"FOSL2",1,"GSE234052",1.961,2.14,0,"Tier5_1dataset"
"SIX4",1,"GSE223744",1.96,1.96,0.036093,"Tier5_1dataset"
"ID3",1,"GSE234052",1.958,1.958,0.00136,"Tier5_1dataset"
"RPL22",1,"GSE244576",1.958,1.958,1e-06,"Tier5_1dataset"
"DLL1",1,"GSE223744",1.956,1.956,1e-05,"Tier5_1dataset"
"GM11730",1,"GSE223744",1.956,1.956,0.00147,"Tier5_1dataset"
"IFITM10",1,"GSE223744",1.953,1.953,0,"Tier5_1dataset"
